partNumber,nps,pressureClass,material,thicknessLabel,thicknessIn,pricePerLb,actualWeightLbs,adjustedWeightLbs,wholesalePrice,listPrice
PBAL6061-CX900T1-3/4S12,"12""",900,AL-6061,"1-3/4""",1.75,5.1,63.1,88.34,488,537
PB304-CX900T1-7/8S12,"12""",900,304,"1-7/8""",1.875,5.55,200.44,280.62,1595,1755
PBSA36-CX900T1-7/8S12,"12""",900,SA-36,"1-7/8""",1.875,1.87,191.86,268.6,540,594
PBSA516-70-CX900T1-7/8S12,"12""",900,SA-516-70,"1-7/8""",1.875,2.18,191.86,268.6,623,686
PB304L-CX900T1-7/8S12,"12""",900,304L,"1-7/8""",1.875,6.01,200.44,280.62,1724,1897
PB316L-CX900T1-7/8S12,"12""",900,316L,"1-7/8""",1.875,7.48,202.72,283.81,2160,2376
PBAL6061-CX900T1-7/8S12,"12""",900,AL-6061,"1-7/8""",1.875,5.1,67.6,94.64,520,572
PB304-CX900T2S12,"12""",900,304,"2""",2,5.55,213.8,299.32,1699,1869
PBSA36-CX900T2S12,"12""",900,SA-36,"2""",2,1.87,204.66,286.52,573,631
PBSA516-70-CX900T2S12,"12""",900,SA-516-70,"2""",2,2.18,204.66,286.52,662,729
PB304L-CX900T2S12,"12""",900,304L,"2""",2,6.01,213.8,299.32,1836,2020
PB316L-CX900T2S12,"12""",900,316L,"2""",2,7.48,216.23,302.72,2302,2533
PBAL6061-CX900T2S12,"12""",900,AL-6061,"2""",2,5.1,72.11,100.95,552,608
PB304-CX900T2-1/4S12,"12""",900,304,"2-1/4""",2.25,5.55,240.53,336.74,1906,2097
PBSA36-CX900T2-1/4S12,"12""",900,SA-36,"2-1/4""",2.25,1.87,230.24,322.34,640,704
PBSA516-70-CX900T2-1/4S12,"12""",900,SA-516-70,"2-1/4""",2.25,2.18,230.24,322.34,740,815
PB304L-CX900T2-1/4S12,"12""",900,304L,"2-1/4""",2.25,6.01,240.53,336.74,2061,2268
PB316L-CX900T2-1/4S12,"12""",900,316L,"2-1/4""",2.25,7.48,243.26,340.56,2585,2844
PBAL6061-CX900T2-1/4S12,"12""",900,AL-6061,"2-1/4""",2.25,5.1,81.12,113.57,617,679
PB304-CX900T2-1/2S12,"12""",900,304,"2-1/2""",2.5,5.55,267.25,374.15,2114,2326
PBSA36-CX900T2-1/2S12,"12""",900,SA-36,"2-1/2""",2.5,1.87,255.82,358.15,707,778
PBSA516-70-CX900T2-1/2S12,"12""",900,SA-516-70,"2-1/2""",2.5,2.18,255.82,358.15,818,900
PB304L-CX900T2-1/2S12,"12""",900,304L,"2-1/2""",2.5,6.01,267.25,374.15,2286,2515
PB316L-CX900T2-1/2S12,"12""",900,316L,"2-1/2""",2.5,7.48,270.29,378.41,2868,3155
PBAL6061-CX900T2-1/2S12,"12""",900,AL-6061,"2-1/2""",2.5,5.1,90.14,126.2,681,750
PB304-CX900T3S12,"12""",900,304,"3""",3,5.55,320.7,448.98,2529,2782
PBSA36-CX900T3S12,"12""",900,SA-36,"3""",3,1.87,306.98,429.77,841,926
PBSA516-70-CX900T3S12,"12""",900,SA-516-70,"3""",3,2.18,306.98,429.77,974,1072
PB304L-CX900T3S12,"12""",900,304L,"3""",3,6.01,320.7,448.98,2736,3010
PB316L-CX900T3S12,"12""",900,316L,"3""",3,7.48,324.35,454.09,3434,3778
PBAL6061-CX900T3S12,"12""",900,AL-6061,"3""",3,5.1,108.17,151.44,810,892
PB304-CX900T11GAS14,"14""",900,304,11 Gauge,0.1196,5.55,13.96,19.54,149,164
PBSA36-CX900T11GAS14,"14""",900,SA-36,11 Gauge,0.1196,1.87,13.36,18.7,76,84
PBSA516-70-CX900T11GAS14,"14""",900,SA-516-70,11 Gauge,0.1196,2.18,13.36,18.7,81,90
PB304L-CX900T11GAS14,"14""",900,304L,11 Gauge,0.1196,6.01,13.96,19.54,158,174
PB316L-CX900T11GAS14,"14""",900,316L,11 Gauge,0.1196,7.48,14.12,19.77,189,208
PBAL6061-CX900T11GAS14,"14""",900,AL-6061,11 Gauge,0.1196,5.1,4.71,6.59,74,82
PB304-CX900T1/8S14,"14""",900,304,"1/8""",0.125,5.55,14.59,20.43,154,170
PBSA36-CX900T1/8S14,"14""",900,SA-36,"1/8""",0.125,1.87,13.96,19.54,77,85
PBSA516-70-CX900T1/8S14,"14""",900,SA-516-70,"1/8""",0.125,2.18,13.96,19.54,83,92
PB304L-CX900T1/8S14,"14""",900,304L,"1/8""",0.125,6.01,14.59,20.43,164,181
PB316L-CX900T1/8S14,"14""",900,316L,"1/8""",0.125,7.48,14.75,20.65,195,215
PBAL6061-CX900T1/8S14,"14""",900,AL-6061,"1/8""",0.125,5.1,4.92,6.89,76,84
PB304-CX900T3/16S14,"14""",900,304,"3/16""",0.1875,5.55,21.88,30.63,211,233
PBSA36-CX900T3/16S14,"14""",900,SA-36,"3/16""",0.1875,1.87,20.94,29.32,96,106
PBSA516-70-CX900T3/16S14,"14""",900,SA-516-70,"3/16""",0.1875,2.18,20.94,29.32,105,116
PB304L-CX900T3/16S14,"14""",900,304L,"3/16""",0.1875,6.01,21.88,30.63,225,248
PB316L-CX900T3/16S14,"14""",900,316L,"3/16""",0.1875,7.48,22.13,30.98,272,300
PBAL6061-CX900T3/16S14,"14""",900,AL-6061,"3/16""",0.1875,5.1,7.38,10.33,93,103
PB304-CX900T1/4S14,"14""",900,304,"1/4""",0.25,5.55,29.17,40.84,267,294
PBSA36-CX900T1/4S14,"14""",900,SA-36,"1/4""",0.25,1.87,27.93,39.1,114,126
PBSA516-70-CX900T1/4S14,"14""",900,SA-516-70,"1/4""",0.25,2.18,27.93,39.1,126,139
PB304L-CX900T1/4S14,"14""",900,304L,"1/4""",0.25,6.01,29.17,40.84,286,315
PB316L-CX900T1/4S14,"14""",900,316L,"1/4""",0.25,7.48,29.51,41.31,350,386
PBAL6061-CX900T1/4S14,"14""",900,AL-6061,"1/4""",0.25,5.1,9.84,13.78,111,123
PB304-CX900T5/16S14,"14""",900,304,"5/16""",0.3125,5.55,36.47,51.06,324,357
PBSA36-CX900T5/16S14,"14""",900,SA-36,"5/16""",0.3125,1.87,34.91,48.87,132,146
PBSA516-70-CX900T5/16S14,"14""",900,SA-516-70,"5/16""",0.3125,2.18,34.91,48.87,147,162
PB304L-CX900T5/16S14,"14""",900,304L,"5/16""",0.3125,6.01,36.47,51.06,348,383
PB316L-CX900T5/16S14,"14""",900,316L,"5/16""",0.3125,7.48,36.88,51.63,427,470
PBAL6061-CX900T5/16S14,"14""",900,AL-6061,"5/16""",0.3125,5.1,12.3,17.22,129,142
PB304-CX900T3/8S14,"14""",900,304,"3/8""",0.375,5.55,43.76,61.26,381,420
PBSA36-CX900T3/8S14,"14""",900,SA-36,"3/8""",0.375,1.87,41.89,58.65,150,165
PBSA516-70-CX900T3/8S14,"14""",900,SA-516-70,"3/8""",0.375,2.18,41.89,58.65,169,186
PB304L-CX900T3/8S14,"14""",900,304L,"3/8""",0.375,6.01,43.76,61.26,409,450
PB316L-CX900T3/8S14,"14""",900,316L,"3/8""",0.375,7.48,44.26,61.96,504,555
PBAL6061-CX900T3/8S14,"14""",900,AL-6061,"3/8""",0.375,5.1,14.76,20.66,146,161
PB304-CX900T1/2S14,"14""",900,304,"1/2""",0.5,5.55,58.35,81.69,494,544
PBSA36-CX900T1/2S14,"14""",900,SA-36,"1/2""",0.5,1.87,55.85,78.19,187,206
PBSA516-70-CX900T1/2S14,"14""",900,SA-516-70,"1/2""",0.5,2.18,55.85,78.19,211,233
PB304L-CX900T1/2S14,"14""",900,304L,"1/2""",0.5,6.01,58.35,81.69,532,586
PB316L-CX900T1/2S14,"14""",900,316L,"1/2""",0.5,7.48,59.01,82.61,659,725
PBAL6061-CX900T1/2S14,"14""",900,AL-6061,"1/2""",0.5,5.1,19.68,27.55,181,200
PB304-CX900T5/8S14,"14""",900,304,"5/8""",0.625,5.55,72.93,102.1,607,668
PBSA36-CX900T5/8S14,"14""",900,SA-36,"5/8""",0.625,1.87,69.81,97.73,223,246
PBSA516-70-CX900T5/8S14,"14""",900,SA-516-70,"5/8""",0.625,2.18,69.81,97.73,254,280
PB304L-CX900T5/8S14,"14""",900,304L,"5/8""",0.625,6.01,72.93,102.1,654,720
PB316L-CX900T5/8S14,"14""",900,316L,"5/8""",0.625,7.48,73.76,103.26,813,895
PBAL6061-CX900T5/8S14,"14""",900,AL-6061,"5/8""",0.625,5.1,24.6,34.44,216,238
PB304-CX900T3/4S14,"14""",900,304,"3/4""",0.75,5.55,87.52,122.53,721,794
PBSA36-CX900T3/4S14,"14""",900,SA-36,"3/4""",0.75,1.87,83.78,117.29,260,286
PBSA516-70-CX900T3/4S14,"14""",900,SA-516-70,"3/4""",0.75,2.18,83.78,117.29,296,326
PB304L-CX900T3/4S14,"14""",900,304L,"3/4""",0.75,6.01,87.52,122.53,777,855
PB316L-CX900T3/4S14,"14""",900,316L,"3/4""",0.75,7.48,88.52,123.93,968,1065
PBAL6061-CX900T3/4S14,"14""",900,AL-6061,"3/4""",0.75,5.1,29.52,41.33,251,277
PB304-CX900T7/8S14,"14""",900,304,"7/8""",0.875,5.55,102.11,142.95,834,918
PBSA36-CX900T7/8S14,"14""",900,SA-36,"7/8""",0.875,1.87,97.74,136.84,297,327
PBSA516-70-CX900T7/8S14,"14""",900,SA-516-70,"7/8""",0.875,2.18,97.74,136.84,339,373
PB304L-CX900T7/8S14,"14""",900,304L,"7/8""",0.875,6.01,102.11,142.95,900,991
PB316L-CX900T7/8S14,"14""",900,316L,"7/8""",0.875,7.48,103.27,144.58,1122,1235
PBAL6061-CX900T7/8S14,"14""",900,AL-6061,"7/8""",0.875,5.1,34.44,48.22,287,316
PB304-CX900T1S14,"14""",900,304,"1""",1,5.55,116.7,163.38,947,1042
PBSA36-CX900T1S14,"14""",900,SA-36,"1""",1,1.87,111.7,156.38,333,367
PBSA516-70-CX900T1S14,"14""",900,SA-516-70,"1""",1,2.18,111.7,156.38,382,421
PB304L-CX900T1S14,"14""",900,304L,"1""",1,6.01,116.7,163.38,1023,1126
PB316L-CX900T1S14,"14""",900,316L,"1""",1,7.48,118.02,165.23,1277,1405
PBAL6061-CX900T1S14,"14""",900,AL-6061,"1""",1,5.1,39.36,55.1,322,355
PB304-CX900T1-1/8S14,"14""",900,304,"1-1/8""",1.125,5.55,131.28,183.79,1061,1168
PBSA36-CX900T1-1/8S14,"14""",900,SA-36,"1-1/8""",1.125,1.87,125.67,175.94,370,408
PBSA516-70-CX900T1-1/8S14,"14""",900,SA-516-70,"1-1/8""",1.125,2.18,125.67,175.94,424,467
PB304L-CX900T1-1/8S14,"14""",900,304L,"1-1/8""",1.125,6.01,131.28,183.79,1145,1260
PB316L-CX900T1-1/8S14,"14""",900,316L,"1-1/8""",1.125,7.48,132.77,185.88,1431,1575
PBAL6061-CX900T1-1/8S14,"14""",900,AL-6061,"1-1/8""",1.125,5.1,44.28,61.99,357,393
PB304-CX900T1-1/4S14,"14""",900,304,"1-1/4""",1.25,5.55,145.87,204.22,1174,1292
PBSA36-CX900T1-1/4S14,"14""",900,SA-36,"1-1/4""",1.25,1.87,139.63,195.48,406,447
PBSA516-70-CX900T1-1/4S14,"14""",900,SA-516-70,"1-1/4""",1.25,2.18,139.63,195.48,467,514
PB304L-CX900T1-1/4S14,"14""",900,304L,"1-1/4""",1.25,6.01,145.87,204.22,1268,1395
PB316L-CX900T1-1/4S14,"14""",900,316L,"1-1/4""",1.25,7.48,147.53,206.54,1586,1745
PBAL6061-CX900T1-1/4S14,"14""",900,AL-6061,"1-1/4""",1.25,5.1,49.2,68.88,392,432
PB304-CX900T1-3/8S14,"14""",900,304,"1-3/8""",1.375,5.55,160.46,224.64,1287,1416
PBSA36-CX900T1-3/8S14,"14""",900,SA-36,"1-3/8""",1.375,1.87,153.59,215.03,443,488
PBSA516-70-CX900T1-3/8S14,"14""",900,SA-516-70,"1-3/8""",1.375,2.18,153.59,215.03,509,560
PB304L-CX900T1-3/8S14,"14""",900,304L,"1-3/8""",1.375,6.01,160.46,224.64,1391,1531
PB316L-CX900T1-3/8S14,"14""",900,316L,"1-3/8""",1.375,7.48,162.28,227.19,1740,1915
PBAL6061-CX900T1-3/8S14,"14""",900,AL-6061,"1-3/8""",1.375,5.1,54.12,75.77,427,470
PB304-CX900T1-1/2S14,"14""",900,304,"1-1/2""",1.5,5.55,175.04,245.06,1401,1542
PBSA36-CX900T1-1/2S14,"14""",900,SA-36,"1-1/2""",1.5,1.87,167.56,234.58,479,527
PBSA516-70-CX900T1-1/2S14,"14""",900,SA-516-70,"1-1/2""",1.5,2.18,167.56,234.58,552,608
PB304L-CX900T1-1/2S14,"14""",900,304L,"1-1/2""",1.5,6.01,175.04,245.06,1514,1666
PB316L-CX900T1-1/2S14,"14""",900,316L,"1-1/2""",1.5,7.48,177.03,247.84,1895,2085
PBAL6061-CX900T1-1/2S14,"14""",900,AL-6061,"1-1/2""",1.5,5.1,59.04,82.66,462,509
PB304-CX900T1-5/8S14,"14""",900,304,"1-5/8""",1.625,5.55,189.63,265.48,1514,1666
PBSA36-CX900T1-5/8S14,"14""",900,SA-36,"1-5/8""",1.625,1.87,181.52,254.13,516,568
PBSA516-70-CX900T1-5/8S14,"14""",900,SA-516-70,"1-5/8""",1.625,2.18,181.52,254.13,595,655
PB304L-CX900T1-5/8S14,"14""",900,304L,"1-5/8""",1.625,6.01,189.63,265.48,1636,1800
PB316L-CX900T1-5/8S14,"14""",900,316L,"1-5/8""",1.625,7.48,191.79,268.51,2049,2254
PBAL6061-CX900T1-5/8S14,"14""",900,AL-6061,"1-5/8""",1.625,5.1,63.96,89.54,497,547
PB304-CX900T1-3/4S14,"14""",900,304,"1-3/4""",1.75,5.55,204.22,285.91,1628,1791
PBSA36-CX900T1-3/4S14,"14""",900,SA-36,"1-3/4""",1.75,1.87,195.48,273.67,552,608
PBSA516-70-CX900T1-3/4S14,"14""",900,SA-516-70,"1-3/4""",1.75,2.18,195.48,273.67,637,701
PB304L-CX900T1-3/4S14,"14""",900,304L,"1-3/4""",1.75,6.01,204.22,285.91,1759,1935
PB316L-CX900T1-3/4S14,"14""",900,316L,"1-3/4""",1.75,7.48,206.54,289.16,2204,2425
PBAL6061-CX900T1-3/4S14,"14""",900,AL-6061,"1-3/4""",1.75,5.1,68.88,96.43,533,587
PB304-CX900T1-7/8S14,"14""",900,304,"1-7/8""",1.875,5.55,218.8,306.32,1741,1916
PBSA36-CX900T1-7/8S14,"14""",900,SA-36,"1-7/8""",1.875,1.87,209.44,293.22,589,648
PBSA516-70-CX900T1-7/8S14,"14""",900,SA-516-70,"1-7/8""",1.875,2.18,209.44,293.22,680,749
PB304L-CX900T1-7/8S14,"14""",900,304L,"1-7/8""",1.875,6.01,218.8,306.32,1882,2071
PB316L-CX900T1-7/8S14,"14""",900,316L,"1-7/8""",1.875,7.48,221.29,309.81,2358,2594
PBAL6061-CX900T1-7/8S14,"14""",900,AL-6061,"1-7/8""",1.875,5.1,73.8,103.32,568,625
PB304-CX900T2S14,"14""",900,304,"2""",2,5.55,233.39,326.75,1854,2040
PBSA36-CX900T2S14,"14""",900,SA-36,"2""",2,1.87,223.41,312.77,626,689
PBSA516-70-CX900T2S14,"14""",900,SA-516-70,"2""",2,2.18,223.41,312.77,723,796
PB304L-CX900T2S14,"14""",900,304L,"2""",2,6.01,233.39,326.75,2004,2205
PB316L-CX900T2S14,"14""",900,316L,"2""",2,7.48,236.04,330.46,2513,2765
PBAL6061-CX900T2S14,"14""",900,AL-6061,"2""",2,5.1,78.72,110.21,603,664
PB304-CX900T2-1/4S14,"14""",900,304,"2-1/4""",2.25,5.55,262.56,367.58,2081,2290
PBSA36-CX900T2-1/4S14,"14""",900,SA-36,"2-1/4""",2.25,1.87,251.33,351.86,699,769
PBSA516-70-CX900T2-1/4S14,"14""",900,SA-516-70,"2-1/4""",2.25,2.18,251.33,351.86,808,889
PB304L-CX900T2-1/4S14,"14""",900,304L,"2-1/4""",2.25,6.01,262.56,367.58,2250,2475
PB316L-CX900T2-1/4S14,"14""",900,316L,"2-1/4""",2.25,7.48,265.55,371.77,2822,3105
PBAL6061-CX900T2-1/4S14,"14""",900,AL-6061,"2-1/4""",2.25,5.1,88.56,123.98,673,741
PB304-CX900T2-1/2S14,"14""",900,304,"2-1/2""",2.5,5.55,291.74,408.44,2308,2539
PBSA36-CX900T2-1/2S14,"14""",900,SA-36,"2-1/2""",2.5,1.87,279.26,390.96,772,850
PBSA516-70-CX900T2-1/2S14,"14""",900,SA-516-70,"2-1/2""",2.5,2.18,279.26,390.96,893,983
PB304L-CX900T2-1/2S14,"14""",900,304L,"2-1/2""",2.5,6.01,291.74,408.44,2495,2745
PB316L-CX900T2-1/2S14,"14""",900,316L,"2-1/2""",2.5,7.48,295.05,413.07,3130,3444
