partNumber,nps,pressureClass,material,thicknessLabel,thicknessIn,pricePerLb,actualWeightLbs,adjustedWeightLbs,wholesalePrice,listPrice
PBAL6061-CX150T1-7/8S3/4,"3/4""",150,AL-6061,"1-7/8""",1.875,5,1.32,1.85,44,49
PB304-CX150T2S3/4,"3/4""",150,304,"2""",2,5.5,4.18,5.85,67,74
PBSA36-CX150T2S3/4,"3/4""",150,SA-36,"2""",2,1.85,4,5.6,45,50
PBSA516-70-CX150T2S3/4,"3/4""",150,SA-516-70,"2""",2,2.15,4,5.6,47,52
PB304L-CX150T2S3/4,"3/4""",150,304L,"2""",2,5.95,4.18,5.85,70,77
PB316L-CX150T2S3/4,"3/4""",150,316L,"2""",2,7.4,4.22,5.91,79,87
PBAL6061-CX150T2S3/4,"3/4""",150,AL-6061,"2""",2,5,1.41,1.97,45,50
PB304-CX150T2-1/4S3/4,"3/4""",150,304,"2-1/4""",2.25,5.5,4.7,6.58,71,79
PBSA36-CX150T2-1/4S3/4,"3/4""",150,SA-36,"2-1/4""",2.25,1.85,4.5,6.3,47,52
PBSA516-70-CX150T2-1/4S3/4,"3/4""",150,SA-516-70,"2-1/4""",2.25,2.15,4.5,6.3,48,53
PB304L-CX150T2-1/4S3/4,"3/4""",150,304L,"2-1/4""",2.25,5.95,4.7,6.58,74,82
PB316L-CX150T2-1/4S3/4,"3/4""",150,316L,"2-1/4""",2.25,7.4,4.75,6.65,84,93
PBAL6061-CX150T2-1/4S3/4,"3/4""",150,AL-6061,"2-1/4""",2.25,5,1.58,2.21,46,51
PB304-CX150T2-1/2S3/4,"3/4""",150,304,"2-1/2""",2.5,5.5,5.22,7.31,75,83
PBSA36-CX150T2-1/2S3/4,"3/4""",150,SA-36,"2-1/2""",2.5,1.85,5,7,48,53
PBSA516-70-CX150T2-1/2S3/4,"3/4""",150,SA-516-70,"2-1/2""",2.5,2.15,5,7,50,56
PB304L-CX150T2-1/2S3/4,"3/4""",150,304L,"2-1/2""",2.5,5.95,5.22,7.31,78,86
PB316L-CX150T2-1/2S3/4,"3/4""",150,316L,"2-1/2""",2.5,7.4,5.28,7.39,90,100
PBAL6061-CX150T2-1/2S3/4,"3/4""",150,AL-6061,"2-1/2""",2.5,5,1.76,2.46,47,52
PB304-CX150T3S3/4,"3/4""",150,304,"3""",3,5.5,6.26,8.76,83,92
PBSA36-CX150T3S3/4,"3/4""",150,SA-36,"3""",3,1.85,6,8.4,50,56
PBSA516-70-CX150T3S3/4,"3/4""",150,SA-516-70,"3""",3,2.15,6,8.4,53,59
PB304L-CX150T3S3/4,"3/4""",150,304L,"3""",3,5.95,6.26,8.76,87,96
PB316L-CX150T3S3/4,"3/4""",150,316L,"3""",3,7.4,6.33,8.86,100,111
PBAL6061-CX150T3S3/4,"3/4""",150,AL-6061,"3""",3,5,2.11,2.95,50,56
PB304-CX150T11GAS1,"1""",150,304,11 Gauge,0.1196,5.5,0.3,0.42,37,41
PBSA36-CX150T11GAS1,"1""",150,SA-36,11 Gauge,0.1196,1.85,0.28,0.39,36,40
PBSA516-70-CX150T11GAS1,"1""",150,SA-516-70,11 Gauge,0.1196,2.15,0.28,0.39,36,40
PB304L-CX150T11GAS1,"1""",150,304L,11 Gauge,0.1196,5.95,0.3,0.42,37,41
PB316L-CX150T11GAS1,"1""",150,316L,11 Gauge,0.1196,7.4,0.3,0.42,38,42
PBAL6061-CX150T11GAS1,"1""",150,AL-6061,11 Gauge,0.1196,5,0.1,0.15,36,40
PB304-CX150T1/8S1,"1""",150,304,"1/8""",0.125,5.5,0.31,0.43,37,41
PBSA36-CX150T1/8S1,"1""",150,SA-36,"1/8""",0.125,1.85,0.3,0.42,36,40
PBSA516-70-CX150T1/8S1,"1""",150,SA-516-70,"1/8""",0.125,2.15,0.3,0.42,36,40
PB304L-CX150T1/8S1,"1""",150,304L,"1/8""",0.125,5.95,0.31,0.43,37,41
PB316L-CX150T1/8S1,"1""",150,316L,"1/8""",0.125,7.4,0.31,0.43,38,42
PBAL6061-CX150T1/8S1,"1""",150,AL-6061,"1/8""",0.125,5,0.1,0.15,36,40
PB304-CX150T3/16S1,"1""",150,304,"3/16""",0.1875,5.5,0.47,0.66,38,42
PBSA36-CX150T3/16S1,"1""",150,SA-36,"3/16""",0.1875,1.85,0.45,0.63,36,40
PBSA516-70-CX150T3/16S1,"1""",150,SA-516-70,"3/16""",0.1875,2.15,0.45,0.63,36,40
PB304L-CX150T3/16S1,"1""",150,304L,"3/16""",0.1875,5.95,0.47,0.66,39,43
PB316L-CX150T3/16S1,"1""",150,316L,"3/16""",0.1875,7.4,0.47,0.66,40,44
PBAL6061-CX150T3/16S1,"1""",150,AL-6061,"3/16""",0.1875,5,0.16,0.22,36,40
PB304-CX150T1/4S1,"1""",150,304,"1/4""",0.25,5.5,0.62,0.87,40,44
PBSA36-CX150T1/4S1,"1""",150,SA-36,"1/4""",0.25,1.85,0.59,0.83,36,40
PBSA516-70-CX150T1/4S1,"1""",150,SA-516-70,"1/4""",0.25,2.15,0.59,0.83,37,41
PB304L-CX150T1/4S1,"1""",150,304L,"1/4""",0.25,5.95,0.62,0.87,40,44
PB316L-CX150T1/4S1,"1""",150,316L,"1/4""",0.25,7.4,0.63,0.88,41,46
PBAL6061-CX150T1/4S1,"1""",150,AL-6061,"1/4""",0.25,5,0.21,0.29,36,40
PB304-CX150T5/16S1,"1""",150,304,"5/16""",0.3125,5.5,0.78,1.09,41,46
PBSA36-CX150T5/16S1,"1""",150,SA-36,"5/16""",0.3125,1.85,0.74,1.04,37,41
PBSA516-70-CX150T5/16S1,"1""",150,SA-516-70,"5/16""",0.3125,2.15,0.74,1.04,37,41
PB304L-CX150T5/16S1,"1""",150,304L,"5/16""",0.3125,5.95,0.78,1.09,41,46
PB316L-CX150T5/16S1,"1""",150,316L,"5/16""",0.3125,7.4,0.79,1.11,43,48
PBAL6061-CX150T5/16S1,"1""",150,AL-6061,"5/16""",0.3125,5,0.26,0.36,37,41
PB304-CX150T3/8S1,"1""",150,304,"3/8""",0.375,5.5,0.93,1.3,42,47
PBSA36-CX150T3/8S1,"1""",150,SA-36,"3/8""",0.375,1.85,0.89,1.25,37,41
PBSA516-70-CX150T3/8S1,"1""",150,SA-516-70,"3/8""",0.375,2.15,0.89,1.25,38,42
PB304L-CX150T3/8S1,"1""",150,304L,"3/8""",0.375,5.95,0.93,1.3,43,48
PB316L-CX150T3/8S1,"1""",150,316L,"3/8""",0.375,7.4,0.94,1.32,45,50
PBAL6061-CX150T3/8S1,"1""",150,AL-6061,"3/8""",0.375,5,0.31,0.43,37,41
PB304-CX150T1/2S1,"1""",150,304,"1/2""",0.5,5.5,1.24,1.74,44,49
PBSA36-CX150T1/2S1,"1""",150,SA-36,"1/2""",0.5,1.85,1.19,1.67,38,42
PBSA516-70-CX150T1/2S1,"1""",150,SA-516-70,"1/2""",0.5,2.15,1.19,1.67,38,42
PB304L-CX150T1/2S1,"1""",150,304L,"1/2""",0.5,5.95,1.24,1.74,45,50
PB316L-CX150T1/2S1,"1""",150,316L,"1/2""",0.5,7.4,1.26,1.76,48,53
PBAL6061-CX150T1/2S1,"1""",150,AL-6061,"1/2""",0.5,5,0.42,0.59,38,42
PB304-CX150T5/8S1,"1""",150,304,"5/8""",0.625,5.5,1.55,2.17,47,52
PBSA36-CX150T5/8S1,"1""",150,SA-36,"5/8""",0.625,1.85,1.49,2.09,39,43
PBSA516-70-CX150T5/8S1,"1""",150,SA-516-70,"5/8""",0.625,2.15,1.49,2.09,39,43
PB304L-CX150T5/8S1,"1""",150,304L,"5/8""",0.625,5.95,1.55,2.17,48,53
PB316L-CX150T5/8S1,"1""",150,316L,"5/8""",0.625,7.4,1.57,2.2,51,57
PBAL6061-CX150T5/8S1,"1""",150,AL-6061,"5/8""",0.625,5,0.52,0.73,38,42
PB304-CX150T3/4S1,"1""",150,304,"3/4""",0.75,5.5,1.86,2.6,49,54
PBSA36-CX150T3/4S1,"1""",150,SA-36,"3/4""",0.75,1.85,1.78,2.49,39,43
PBSA516-70-CX150T3/4S1,"1""",150,SA-516-70,"3/4""",0.75,2.15,1.78,2.49,40,44
PB304L-CX150T3/4S1,"1""",150,304L,"3/4""",0.75,5.95,1.86,2.6,50,56
PB316L-CX150T3/4S1,"1""",150,316L,"3/4""",0.75,7.4,1.89,2.65,54,60
PBAL6061-CX150T3/4S1,"1""",150,AL-6061,"3/4""",0.75,5,0.63,0.88,39,43
PB304-CX150T7/8S1,"1""",150,304,"7/8""",0.875,5.5,2.17,3.04,52,58
PBSA36-CX150T7/8S1,"1""",150,SA-36,"7/8""",0.875,1.85,2.08,2.91,40,44
PBSA516-70-CX150T7/8S1,"1""",150,SA-516-70,"7/8""",0.875,2.15,2.08,2.91,41,46
PB304L-CX150T7/8S1,"1""",150,304L,"7/8""",0.875,5.95,2.17,3.04,53,59
PB316L-CX150T7/8S1,"1""",150,316L,"7/8""",0.875,7.4,2.2,3.08,58,64
PBAL6061-CX150T7/8S1,"1""",150,AL-6061,"7/8""",0.875,5,0.73,1.02,40,44
PB304-CX150T1S1,"1""",150,304,"1""",1,5.5,2.49,3.49,54,60
PBSA36-CX150T1S1,"1""",150,SA-36,"1""",1,1.85,2.38,3.33,41,46
PBSA516-70-CX150T1S1,"1""",150,SA-516-70,"1""",1,2.15,2.38,3.33,42,47
PB304L-CX150T1S1,"1""",150,304L,"1""",1,5.95,2.49,3.49,56,62
PB316L-CX150T1S1,"1""",150,316L,"1""",1,7.4,2.51,3.51,61,68
PBAL6061-CX150T1S1,"1""",150,AL-6061,"1""",1,5,0.84,1.18,41,46
PB304-CX150T1-1/8S1,"1""",150,304,"1-1/8""",1.125,5.5,2.8,3.92,56,62
PBSA36-CX150T1-1/8S1,"1""",150,SA-36,"1-1/8""",1.125,1.85,2.68,3.75,42,47
PBSA516-70-CX150T1-1/8S1,"1""",150,SA-516-70,"1-1/8""",1.125,2.15,2.68,3.75,43,48
PB304L-CX150T1-1/8S1,"1""",150,304L,"1-1/8""",1.125,5.95,2.8,3.92,58,64
PB316L-CX150T1-1/8S1,"1""",150,316L,"1-1/8""",1.125,7.4,2.83,3.96,64,71
PBAL6061-CX150T1-1/8S1,"1""",150,AL-6061,"1-1/8""",1.125,5,0.94,1.32,41,46
PB304-CX150T1-1/4S1,"1""",150,304,"1-1/4""",1.25,5.5,3.11,4.35,59,65
PBSA36-CX150T1-1/4S1,"1""",150,SA-36,"1-1/4""",1.25,1.85,2.97,4.16,43,48
PBSA516-70-CX150T1-1/4S1,"1""",150,SA-516-70,"1-1/4""",1.25,2.15,2.97,4.16,44,49
PB304L-CX150T1-1/4S1,"1""",150,304L,"1-1/4""",1.25,5.95,3.11,4.35,61,68
PB316L-CX150T1-1/4S1,"1""",150,316L,"1-1/4""",1.25,7.4,3.14,4.4,67,74
PBAL6061-CX150T1-1/4S1,"1""",150,AL-6061,"1-1/4""",1.25,5,1.05,1.47,42,47
PB304-CX150T1-3/8S1,"1""",150,304,"1-3/8""",1.375,5.5,3.42,4.79,61,68
PBSA36-CX150T1-3/8S1,"1""",150,SA-36,"1-3/8""",1.375,1.85,3.27,4.58,43,48
PBSA516-70-CX150T1-3/8S1,"1""",150,SA-516-70,"1-3/8""",1.375,2.15,3.27,4.58,45,50
PB304L-CX150T1-3/8S1,"1""",150,304L,"1-3/8""",1.375,5.95,3.42,4.79,63,70
PB316L-CX150T1-3/8S1,"1""",150,316L,"1-3/8""",1.375,7.4,3.46,4.84,71,79
PBAL6061-CX150T1-3/8S1,"1""",150,AL-6061,"1-3/8""",1.375,5,1.15,1.61,43,48
PB304-CX150T1-1/2S1,"1""",150,304,"1-1/2""",1.5,5.5,3.73,5.22,64,71
PBSA36-CX150T1-1/2S1,"1""",150,SA-36,"1-1/2""",1.5,1.85,3.57,5,44,49
PBSA516-70-CX150T1-1/2S1,"1""",150,SA-516-70,"1-1/2""",1.5,2.15,3.57,5,46,51
PB304L-CX150T1-1/2S1,"1""",150,304L,"1-1/2""",1.5,5.95,3.73,5.22,66,73
PB316L-CX150T1-1/2S1,"1""",150,316L,"1-1/2""",1.5,7.4,3.77,5.28,74,82
PBAL6061-CX150T1-1/2S1,"1""",150,AL-6061,"1-1/2""",1.5,5,1.26,1.76,44,49
PB304-CX150T1-5/8S1,"1""",150,304,"1-5/8""",1.625,5.5,4.04,5.66,66,73
PBSA36-CX150T1-5/8S1,"1""",150,SA-36,"1-5/8""",1.625,1.85,3.87,5.42,45,50
PBSA516-70-CX150T1-5/8S1,"1""",150,SA-516-70,"1-5/8""",1.625,2.15,3.87,5.42,47,52
PB304L-CX150T1-5/8S1,"1""",150,304L,"1-5/8""",1.625,5.95,4.04,5.66,69,76
PB316L-CX150T1-5/8S1,"1""",150,316L,"1-5/8""",1.625,7.4,4.08,5.71,77,85
PBAL6061-CX150T1-5/8S1,"1""",150,AL-6061,"1-5/8""",1.625,5,1.36,1.9,44,49
PB304-CX150T1-3/4S1,"1""",150,304,"1-3/4""",1.75,5.5,4.35,6.09,68,75
PBSA36-CX150T1-3/4S1,"1""",150,SA-36,"1-3/4""",1.75,1.85,4.16,5.82,46,51
PBSA516-70-CX150T1-3/4S1,"1""",150,SA-516-70,"1-3/4""",1.75,2.15,4.16,5.82,47,52
PB304L-CX150T1-3/4S1,"1""",150,304L,"1-3/4""",1.75,5.95,4.35,6.09,71,79
PB316L-CX150T1-3/4S1,"1""",150,316L,"1-3/4""",1.75,7.4,4.4,6.16,80,88
PBAL6061-CX150T1-3/4S1,"1""",150,AL-6061,"1-3/4""",1.75,5,1.47,2.06,45,50
PB304-CX150T1-7/8S1,"1""",150,304,"1-7/8""",1.875,5.5,4.66,6.52,71,79
PBSA36-CX150T1-7/8S1,"1""",150,SA-36,"1-7/8""",1.875,1.85,4.46,6.24,46,51
PBSA516-70-CX150T1-7/8S1,"1""",150,SA-516-70,"1-7/8""",1.875,2.15,4.46,6.24,48,53
PB304L-CX150T1-7/8S1,"1""",150,304L,"1-7/8""",1.875,5.95,4.66,6.52,74,82
PB316L-CX150T1-7/8S1,"1""",150,316L,"1-7/8""",1.875,7.4,4.71,6.59,84,93
PBAL6061-CX150T1-7/8S1,"1""",150,AL-6061,"1-7/8""",1.875,5,1.57,2.2,46,51
PB304-CX150T2S1,"1""",150,304,"2""",2,5.5,4.97,6.96,73,81
PBSA36-CX150T2S1,"1""",150,SA-36,"2""",2,1.85,4.76,6.66,47,52
PBSA516-70-CX150T2S1,"1""",150,SA-516-70,"2""",2,2.15,4.76,6.66,49,54
PB304L-CX150T2S1,"1""",150,304L,"2""",2,5.95,4.97,6.96,76,84
PB316L-CX150T2S1,"1""",150,316L,"2""",2,7.4,5.03,7.04,87,96
PBAL6061-CX150T2S1,"1""",150,AL-6061,"2""",2,5,1.68,2.35,47,52
PB304-CX150T2-1/4S1,"1""",150,304,"2-1/4""",2.25,5.5,5.59,7.83,78,86
PBSA36-CX150T2-1/4S1,"1""",150,SA-36,"2-1/4""",2.25,1.85,5.35,7.49,49,54
PBSA516-70-CX150T2-1/4S1,"1""",150,SA-516-70,"2-1/4""",2.25,2.15,5.35,7.49,51,57
PB304L-CX150T2-1/4S1,"1""",150,304L,"2-1/4""",2.25,5.95,5.59,7.83,81,90
PB316L-CX150T2-1/4S1,"1""",150,316L,"2-1/4""",2.25,7.4,5.66,7.92,93,103
PBAL6061-CX150T2-1/4S1,"1""",150,AL-6061,"2-1/4""",2.25,5,1.89,2.65,48,53
PB304-CX150T2-1/2S1,"1""",150,304,"2-1/2""",2.5,5.5,6.21,8.69,83,92
PBSA36-CX150T2-1/2S1,"1""",150,SA-36,"2-1/2""",2.5,1.85,5.95,8.33,50,56
PBSA516-70-CX150T2-1/2S1,"1""",150,SA-516-70,"2-1/2""",2.5,2.15,5.95,8.33,53,59
PB304L-CX150T2-1/2S1,"1""",150,304L,"2-1/2""",2.5,5.95,6.21,8.69,87,96
PB316L-CX150T2-1/2S1,"1""",150,316L,"2-1/2""",2.5,7.4,6.28,8.79,100,111
PBAL6061-CX150T2-1/2S1,"1""",150,AL-6061,"2-1/2""",2.5,5,2.1,2.94,50,56
PB304-CX150T3S1,"1""",150,304,"3""",3,5.5,7.46,10.44,92,102
PBSA36-CX150T3S1,"1""",150,SA-36,"3""",3,1.85,7.14,10,53,59
PBSA516-70-CX150T3S1,"1""",150,SA-516-70,"3""",3,2.15,7.14,10,56,62
PB304L-CX150T3S1,"1""",150,304L,"3""",3,5.95,7.46,10.44,97,107
PB316L-CX150T3S1,"1""",150,316L,"3""",3,7.4,7.54,10.56,113,125
PBAL6061-CX150T3S1,"1""",150,AL-6061,"3""",3,5,2.51,3.51,52,58
PB304-CX150T11GAS1-1/4,"1-1/4""",150,304,11 Gauge,0.1196,5.5,0.36,0.5,38,42
PBSA36-CX150T11GAS1-1/4,"1-1/4""",150,SA-36,11 Gauge,0.1196,1.85,0.34,0.48,36,40
PBSA516-70-CX150T11GAS1-1/4,"1-1/4""",150,SA-516-70,11 Gauge,0.1196,2.15,0.34,0.48,36,40
PB304L-CX150T11GAS1-1/4,"1-1/4""",150,304L,11 Gauge,0.1196,5.95,0.36,0.5,38,42
PB316L-CX150T11GAS1-1/4,"1-1/4""",150,316L,11 Gauge,0.1196,7.4,0.36,0.5,39,43
PBAL6061-CX150T11GAS1-1/4,"1-1/4""",150,AL-6061,11 Gauge,0.1196,5,0.12,0.17,36,40
PB304-CX150T1/8S1-1/4,"1-1/4""",150,304,"1/8""",0.125,5.5,0.37,0.52,38,42
PBSA36-CX150T1/8S1-1/4,"1-1/4""",150,SA-36,"1/8""",0.125,1.85,0.36,0.5,36,40
PBSA516-70-CX150T1/8S1-1/4,"1-1/4""",150,SA-516-70,"1/8""",0.125,2.15,0.36,0.5,36,40
PB304L-CX150T1/8S1-1/4,"1-1/4""",150,304L,"1/8""",0.125,5.95,0.37,0.52,38,42
PB316L-CX150T1/8S1-1/4,"1-1/4""",150,316L,"1/8""",0.125,7.4,0.38,0.53,39,43
PBAL6061-CX150T1/8S1-1/4,"1-1/4""",150,AL-6061,"1/8""",0.125,5,0.13,0.18,36,40
PB304-CX150T3/16S1-1/4,"1-1/4""",150,304,"3/16""",0.1875,5.5,0.56,0.78,39,43
PBSA36-CX150T3/16S1-1/4,"1-1/4""",150,SA-36,"3/16""",0.1875,1.85,0.53,0.74,36,40
PBSA516-70-CX150T3/16S1-1/4,"1-1/4""",150,SA-516-70,"3/16""",0.1875,2.15,0.53,0.74,36,40
PB304L-CX150T3/16S1-1/4,"1-1/4""",150,304L,"3/16""",0.1875,5.95,0.56,0.78,39,43
PB316L-CX150T3/16S1-1/4,"1-1/4""",150,316L,"3/16""",0.1875,7.4,0.56,0.78,41,46
PBAL6061-CX150T3/16S1-1/4,"1-1/4""",150,AL-6061,"3/16""",0.1875,5,0.19,0.27,36,40
PB304-CX150T1/4S1-1/4,"1-1/4""",150,304,"1/4""",0.25,5.5,0.74,1.04,41,46
PBSA36-CX150T1/4S1-1/4,"1-1/4""",150,SA-36,"1/4""",0.25,1.85,0.71,0.99,37,41
PBSA516-70-CX150T1/4S1-1/4,"1-1/4""",150,SA-516-70,"1/4""",0.25,2.15,0.71,0.99,37,41
PB304L-CX150T1/4S1-1/4,"1-1/4""",150,304L,"1/4""",0.25,5.95,0.74,1.04,41,46
PB316L-CX150T1/4S1-1/4,"1-1/4""",150,316L,"1/4""",0.25,7.4,0.75,1.05,43,48
PBAL6061-CX150T1/4S1-1/4,"1-1/4""",150,AL-6061,"1/4""",0.25,5,0.25,0.35,37,41
PB304-CX150T5/16S1-1/4,"1-1/4""",150,304,"5/16""",0.3125,5.5,0.93,1.3,42,47
PBSA36-CX150T5/16S1-1/4,"1-1/4""",150,SA-36,"5/16""",0.3125,1.85,0.89,1.25,37,41
PBSA516-70-CX150T5/16S1-1/4,"1-1/4""",150,SA-516-70,"5/16""",0.3125,2.15,0.89,1.25,38,42
PB304L-CX150T5/16S1-1/4,"1-1/4""",150,304L,"5/16""",0.3125,5.95,0.93,1.3,43,48
PB316L-CX150T5/16S1-1/4,"1-1/4""",150,316L,"5/16""",0.3125,7.4,0.94,1.32,45,50
PBAL6061-CX150T5/16S1-1/4,"1-1/4""",150,AL-6061,"5/16""",0.3125,5,0.31,0.43,37,41
PB304-CX150T3/8S1-1/4,"1-1/4""",150,304,"3/8""",0.375,5.5,1.12,1.57,43,48
PBSA36-CX150T3/8S1-1/4,"1-1/4""",150,SA-36,"3/8""",0.375,1.85,1.07,1.5,38,42
PBSA516-70-CX150T3/8S1-1/4,"1-1/4""",150,SA-516-70,"3/8""",0.375,2.15,1.07,1.5,38,42
PB304L-CX150T3/8S1-1/4,"1-1/4""",150,304L,"3/8""",0.375,5.95,1.12,1.57,44,49
PB316L-CX150T3/8S1-1/4,"1-1/4""",150,316L,"3/8""",0.375,7.4,1.13,1.58,47,52
PBAL6061-CX150T3/8S1-1/4,"1-1/4""",150,AL-6061,"3/8""",0.375,5,0.38,0.53,37,41
PB304-CX150T1/2S1-1/4,"1-1/4""",150,304,"1/2""",0.5,5.5,1.49,2.09,46,51
PBSA36-CX150T1/2S1-1/4,"1-1/4""",150,SA-36,"1/2""",0.5,1.85,1.43,2,39,43
PBSA516-70-CX150T1/2S1-1/4,"1-1/4""",150,SA-516-70,"1/2""",0.5,2.15,1.43,2,39,43
PB304L-CX150T1/2S1-1/4,"1-1/4""",150,304L,"1/2""",0.5,5.95,1.49,2.09,47,52
PB316L-CX150T1/2S1-1/4,"1-1/4""",150,316L,"1/2""",0.5,7.4,1.51,2.11,50,56
PBAL6061-CX150T1/2S1-1/4,"1-1/4""",150,AL-6061,"1/2""",0.5,5,0.5,0.7,38,42
PB304-CX150T5/8S1-1/4,"1-1/4""",150,304,"5/8""",0.625,5.5,1.86,2.6,49,54
PBSA36-CX150T5/8S1-1/4,"1-1/4""",150,SA-36,"5/8""",0.625,1.85,1.78,2.49,39,43
PBSA516-70-CX150T5/8S1-1/4,"1-1/4""",150,SA-516-70,"5/8""",0.625,2.15,1.78,2.49,40,44
PB304L-CX150T5/8S1-1/4,"1-1/4""",150,304L,"5/8""",0.625,5.95,1.86,2.6,50,56
PB316L-CX150T5/8S1-1/4,"1-1/4""",150,316L,"5/8""",0.625,7.4,1.88,2.63,54,60
PBAL6061-CX150T5/8S1-1/4,"1-1/4""",150,AL-6061,"5/8""",0.625,5,0.63,0.88,39,43
PB304-CX150T3/4S1-1/4,"1-1/4""",150,304,"3/4""",0.75,5.5,2.23,3.12,52,58
PBSA36-CX150T3/4S1-1/4,"1-1/4""",150,SA-36,"3/4""",0.75,1.85,2.14,3,40,44
PBSA516-70-CX150T3/4S1-1/4,"1-1/4""",150,SA-516-70,"3/4""",0.75,2.15,2.14,3,41,46
PB304L-CX150T3/4S1-1/4,"1-1/4""",150,304L,"3/4""",0.75,5.95,2.23,3.12,53,59
PB316L-CX150T3/4S1-1/4,"1-1/4""",150,316L,"3/4""",0.75,7.4,2.26,3.16,58,64
PBAL6061-CX150T3/4S1-1/4,"1-1/4""",150,AL-6061,"3/4""",0.75,5,0.75,1.05,40,44
PB304-CX150T7/8S1-1/4,"1-1/4""",150,304,"7/8""",0.875,5.5,2.61,3.65,55,61
PBSA36-CX150T7/8S1-1/4,"1-1/4""",150,SA-36,"7/8""",0.875,1.85,2.5,3.5,41,46
PBSA516-70-CX150T7/8S1-1/4,"1-1/4""",150,SA-516-70,"7/8""",0.875,2.15,2.5,3.5,42,47
PB304L-CX150T7/8S1-1/4,"1-1/4""",150,304L,"7/8""",0.875,5.95,2.61,3.65,57,63
PB316L-CX150T7/8S1-1/4,"1-1/4""",150,316L,"7/8""",0.875,7.4,2.64,3.7,62,69
PBAL6061-CX150T7/8S1-1/4,"1-1/4""",150,AL-6061,"7/8""",0.875,5,0.88,1.23,41,46
PB304-CX150T1S1-1/4,"1-1/4""",150,304,"1""",1,5.5,2.98,4.17,58,64
PBSA36-CX150T1S1-1/4,"1-1/4""",150,SA-36,"1""",1,1.85,2.85,3.99,42,47
PBSA516-70-CX150T1S1-1/4,"1-1/4""",150,SA-516-70,"1""",1,2.15,2.85,3.99,43,48
PB304L-CX150T1S1-1/4,"1-1/4""",150,304L,"1""",1,5.95,2.98,4.17,60,66
PB316L-CX150T1S1-1/4,"1-1/4""",150,316L,"1""",1,7.4,3.01,4.21,66,73
PBAL6061-CX150T1S1-1/4,"1-1/4""",150,AL-6061,"1""",1,5,1,1.4,42,47
PB304-CX150T1-1/8S1-1/4,"1-1/4""",150,304,"1-1/8""",1.125,5.5,3.35,4.69,61,68
PBSA36-CX150T1-1/8S1-1/4,"1-1/4""",150,SA-36,"1-1/8""",1.125,1.85,3.21,4.49,43,48
PBSA516-70-CX150T1-1/8S1-1/4,"1-1/4""",150,SA-516-70,"1-1/8""",1.125,2.15,3.21,4.49,45,50
PB304L-CX150T1-1/8S1-1/4,"1-1/4""",150,304L,"1-1/8""",1.125,5.95,3.35,4.69,63,70
PB316L-CX150T1-1/8S1-1/4,"1-1/4""",150,316L,"1-1/8""",1.125,7.4,3.39,4.75,70,77
PBAL6061-CX150T1-1/8S1-1/4,"1-1/4""",150,AL-6061,"1-1/8""",1.125,5,1.13,1.58,43,48
PB304-CX150T1-1/4S1-1/4,"1-1/4""",150,304,"1-1/4""",1.25,5.5,3.72,5.21,64,71
PBSA36-CX150T1-1/4S1-1/4,"1-1/4""",150,SA-36,"1-1/4""",1.25,1.85,3.56,4.98,44,49
PBSA516-70-CX150T1-1/4S1-1/4,"1-1/4""",150,SA-516-70,"1-1/4""",1.25,2.15,3.56,4.98,46,51
PB304L-CX150T1-1/4S1-1/4,"1-1/4""",150,304L,"1-1/4""",1.25,5.95,3.72,5.21,66,73
PB316L-CX150T1-1/4S1-1/4,"1-1/4""",150,316L,"1-1/4""",1.25,7.4,3.77,5.28,74,82
PBAL6061-CX150T1-1/4S1-1/4,"1-1/4""",150,AL-6061,"1-1/4""",1.25,5,1.26,1.76,44,49
PB304-CX150T1-3/8S1-1/4,"1-1/4""",150,304,"1-3/8""",1.375,5.5,4.1,5.74,66,73
PBSA36-CX150T1-3/8S1-1/4,"1-1/4""",150,SA-36,"1-3/8""",1.375,1.85,3.92,5.49,45,50
PBSA516-70-CX150T1-3/8S1-1/4,"1-1/4""",150,SA-516-70,"1-3/8""",1.375,2.15,3.92,5.49,47,52
PB304L-CX150T1-3/8S1-1/4,"1-1/4""",150,304L,"1-3/8""",1.375,5.95,4.1,5.74,69,76
PB316L-CX150T1-3/8S1-1/4,"1-1/4""",150,316L,"1-3/8""",1.375,7.4,4.14,5.8,78,86
PBAL6061-CX150T1-3/8S1-1/4,"1-1/4""",150,AL-6061,"1-3/8""",1.375,5,1.38,1.93,44,49
PB304-CX150T1-1/2S1-1/4,"1-1/4""",150,304,"1-1/2""",1.5,5.5,4.47,6.26,69,76
PBSA36-CX150T1-1/2S1-1/4,"1-1/4""",150,SA-36,"1-1/2""",1.5,1.85,4.28,5.99,46,51
PBSA516-70-CX150T1-1/2S1-1/4,"1-1/4""",150,SA-516-70,"1-1/2""",1.5,2.15,4.28,5.99,48,53
PB304L-CX150T1-1/2S1-1/4,"1-1/4""",150,304L,"1-1/2""",1.5,5.95,4.47,6.26,72,80
PB316L-CX150T1-1/2S1-1/4,"1-1/4""",150,316L,"1-1/2""",1.5,7.4,4.52,6.33,82,91
PBAL6061-CX150T1-1/2S1-1/4,"1-1/4""",150,AL-6061,"1-1/2""",1.5,5,1.51,2.11,45,50
PB304-CX150T1-5/8S1-1/4,"1-1/4""",150,304,"1-5/8""",1.625,5.5,4.84,6.78,72,80
PBSA36-CX150T1-5/8S1-1/4,"1-1/4""",150,SA-36,"1-5/8""",1.625,1.85,4.63,6.48,47,52
